,Latitude,Longitude,Region,Council,Ward,Population
1462,-6.1372559,36.1584999,DODOMA,Chamwino,Manchali,488
1463,-6.7657269,35.1289463,DODOMA,Chamwino,Manda,210
1464,-5.5300363,36.0745901,DODOMA,Chamwino,Zajilwa,371
1465,-6.0459291,36.115966,DODOMA,Chamwino,Chilonwa,637
1466,-6.1098817,36.1623277,DODOMA,Chamwino,Majeleko,425
1467,-6.0852447,36.1886307,DODOMA,Chamwino,Majeleko,457
1468,-6.5406697,35.9666261,DODOMA,Chamwino,Ikombolinga,490
1469,-6.4225037,35.8704309,DODOMA,Chamwino,Makang'wa,827
1470,-6.2062991,36.1385343,DODOMA,Chamwino,Ikowa,635
1471,-5.6150913,36.1827257,DODOMA,Chamwino,Segala,349
1472,-6.1454067,36.1798337,DODOMA,Chamwino,Manchali,330
1473,-6.7762645,35.2948503,DODOMA,Chamwino,Manda,1401
1474,-5.6964442,36.17457,DODOMA,Chamwino,Dabalo,886
1475,-6.6077044,35.9304768,DODOMA,Chamwino,Manzase,667
1476,-6.085045,36.1897577,DODOMA,Chamwino,Majeleko,329
1477,-5.9865285,36.1959443,DODOMA,Chamwino,Chilonwa,790
1478,-5.97211,36.084878,DODOMA,Chamwino,Msanga,467
1479,-6.4447388,35.8749836,DODOMA,Chamwino,Makang'wa,396
1480,-5.8899418,36.1731379,DODOMA,Chamwino,Membe,884
1481,-6.2794157,36.1118511,DODOMA,Chamwino,Msamalo,750
1482,-6.4294605,36.0415473,DODOMA,Chamwino,Idifu,904
1483,-6.1028971,36.0530339,DODOMA,Chamwino,Chamwino,662
1484,-7.0295297,35.7169116,DODOMA,Chamwino,Nghambaku,259
1485,-6.2290136,36.0743708,DODOMA,Chamwino,Msamalo,638
1486,-5.9568703,36.2354299,DODOMA,Chamwino,Membe,676
1487,-6.56558825,35.86429251,DODOMA,Chamwino,Mlowa Barabarani,1356
1488,-6.528577,35.853982,DODOMA,Chamwino,Mlowa Barabarani,1381
1489,-6.5985619,35.8190601,DODOMA,Chamwino,Mlowa bwawani,656
1490,-6.2606667,36.0628303,DODOMA,Chamwino,Msamalo,987
1491,-6.8277471,35.3752736,DODOMA,Chamwino,Chinugulu,404
1492,-6.711293,35.593377,DODOMA,Chamwino,Mpwayungu,1264
1493,-6.1071004,36.0499533,DODOMA,Chamwino,Msamalo,761
1494,-6.1071573,36.0411386,DODOMA,Chamwino,Msanga,1145
1495,-6.0448853,36.00636797,DODOMA,Chamwino,Msanga,393
1496,-6.4119817,35.9796214,DODOMA,Chamwino,Idifu,301
1497,-6.1768698,35.7527397,DODOMA,Chamwino,Huzi,604
1498,-6.31146125,35.87794538,DODOMA,Chamwino,Muungano,452
1499,-6.3885018,35.9057829,DODOMA,Chamwino,Mvumi misheni,926
1500,-6.3453832,35.8484502,DODOMA,Chamwino,Mvumi makulu,985
1501,-6.38329418,35.8980302,DODOMA,Chamwino,Mvumi misheni,1009
1502,-5.5181542,35.9127239,DODOMA,Chamwino,Haneti,413
1503,-6.29754207,35.89691489,DODOMA,Chamwino,Muungano,469
1504,-6.5983058,35.6219261,DODOMA,Chamwino,Mpwayungu,858
1505,-5.7904772,36.080294,DODOMA,Chamwino,Dabalo,253
1506,-6.3604664,35.9788201,DODOMA,Chamwino,Mvumi misheni,845
1507,-6.9036075,35.6413718,DODOMA,Chamwino,Nghambaku,341
1508,-6.3803885,36.0731079,DODOMA,Chamwino,Nghaheleze,1041
1509,-6.8569288,35.6301852,DODOMA,Chamwino,Nghambaku,481
1510,-6.5825562,35.7466358,DODOMA,Chamwino,Nhinhi,1160
1511,-6.4775178,36.7443945,DODOMA,Chamwino,Nhinhi,616
1512,-6.6094329,35.8258901,DODOMA,Chamwino,Mlowa bwawani,454
1513,-6.2927752,36.185153,DODOMA,Chamwino,Msamalo,347
1514,-6.4046379,35.9097857,DODOMA,Chamwino,Mvumi misheni,913
1515,-6.03961075,36.14529468,DODOMA,Chamwino,Chilonwa,801
1516,-6.0694855,36.0305559,DODOMA,Chamwino,Msanga,3493.5
1517,-6.2031035,35.514613,DODOMA,Chamwino,Mvumi makulu,286
1518,-6.6913385,35.8879292,DODOMA,Chamwino,Manzase,821
1519,-5.5731638,36.1614484,DODOMA,Chamwino,Segala,470
1520,-5.6359444,35.0130609,DODOMA,Chamwino,Itiso,420
1521,-6.7492755,35.929567,DODOMA,Chamwino,Fufu,403
1522,-6.1070932,36.0409923,DODOMA,Chamwino,Buigiri,568
1523,-5.4831717,36.2241919,DODOMA,Chamwino,Segala,448
1524,-6.8829436,35.9820177,DODOMA,Chamwino,Loje,1881
1525,-6.666274,35.7640615,DODOMA,Chamwino,Mlowa bwawani,522
1526,-6.12875328,36.22755141,DODOMA,Chamwino,Manchali,566
1527,-5.4840705,36.0980379,DODOMA,Chamwino,Zajilwa,1174
1528,-5.008551,35.9372071,DODOMA,Chemba,Mondo,986
1529,-5.2376801,35.2369018,DODOMA,Chemba,Ovada,348
1530,-5.6198898,35.6944332,DODOMA,Chemba,Babayu,656
1531,-5.2734933,35.4936884,DODOMA,Chemba,Kwamtoro,609
1532,-5.4402418,35.1699654,DODOMA,Chemba,Sanzawa,466
1533,-5.30777055,35.55073104,DODOMA,Chemba,Farkwa,377
1534,-5.4669757,35.5470175,DODOMA,Chemba,Farkwa,357
1535,-5.2507657,35.9198001,DODOMA,Chemba,Chemba,671
1536,-5.1469583,36.1685731,DODOMA,Chemba,Chandama,1322
1537,-5.3832025,36.2772042,DODOMA,Chemba,Msaada,292
1538,-5.2392094,36.1617652,DODOMA,Chemba,Soya,940
1539,-5.5925799,35.5567844,DODOMA,Chemba,Babayu,474
1540,-5.0892198,35.8931404,DODOMA,Chemba,Paranga,657
1541,-5.23345021,35.8915812,DODOMA,Chemba,Chemba,985
1542,-5.0357025,36.2400169,DODOMA,Chemba,Jangalo,1245
1543,-5.6368218,35.4939291,DODOMA,Chemba,Babayu,392
1544,-5.1181531,36.0842091,DODOMA,Chemba,Songolo,483
1545,-5.32110364,36.08857068,DODOMA,Chemba,Kimaha,552
1546,-5.0146034,36.1289463,DODOMA,Chemba,Churuku,767
1547,-5.0120324,35.9668434,DODOMA,Chemba,Dalai,849
1548,-5.3015729,35.3722355,DODOMA,Chemba,Sanzawa,353
1549,-5.2000425,35.2974303,DODOMA,Chemba,Ovada,362
1550,-5.449789,35.6266751,DODOMA,Chemba,Farkwa,181
1551,-5.1833811,35.3597391,DODOMA,Chemba,Lalta,192
1552,-5.4173926,35.6025193,DODOMA,Chemba,Farkwa,516
1553,-5.2337137,35.8919452,DODOMA,Chemba,Goima,802
1554,-5.4211655,35.4652695,DODOMA,Chemba,Farkwa,424
1555,-5.242938,35.8905486,DODOMA,Chemba,Gwandi,763
1556,-5.0524475,36.1139681,DODOMA,Chemba,Songolo,822
1557,-5.6499214,35.404172,DODOMA,Chemba,Mpendo,601
1558,-4.9569453,35.3227121,DODOMA,Chemba,Lahoda,1823
1559,-5.4894025,35.7068302,DODOMA,Chemba,Tumbakose,315
1560,-5.5286793,35.7034705,DODOMA,Chemba,Tumbakose,297
1561,-5.0506709,36.0271793,DODOMA,Chemba,Goima,776
1562,-5.11433315,35.78659626,DODOMA,Chemba,Paranga,298
1563,-5.2402278,36.26629246,DODOMA,Chemba,Mrijo,637
1564,-5.0332185,36.2345007,DODOMA,Chemba,Jangalo,1075
1565,-5.009489,35.9394814,DODOMA,Chemba,Jangalo,894
1566,-5.0085508,35.9372068,DODOMA,Chemba,Goima,319
1567,-4.9143636,35.7882601,DODOMA,Chemba,Churuku,477
1568,-5.2137651,35.1634321,DODOMA,Chemba,Ovada,312
1569,-5.3064634,35.8840282,DODOMA,Chemba,Chemba,370
1570,-5.1133824,35.8203451,DODOMA,Chemba,Paranga,841
1571,-5.072392,35.885688,DODOMA,Chemba,Dalai,947
1572,-5.4819971,35.6371592,DODOMA,Chemba,Makorongo,395
1573,-5.40987905,35.85244815,DODOMA,Chemba,Kidoka,1486
1574,-5.1821402,35.2401549,DODOMA,Chemba,Ovada,544
1575,-4.9143169,35.7882995,DODOMA,Chemba,Churuku,777
1576,-5.0992776,35.1509356,DODOMA,Chemba,Kinyamsindo,889
1577,-5.1128415,35.3894825,DODOMA,Chemba,Lahoda,717
1578,-5.568565,35.2569562,DODOMA,Chemba,Mpendo,277
1579,-5.2476634,35.4012796,DODOMA,Chemba,Kwamtoro,228
1580,-5.3128457,35.4523462,DODOMA,Chemba,Paranga,456
1581,-5.2247578,35.4228387,DODOMA,Chemba,Kwamtoro,660
1582,-5.0832184,35.3591237,DODOMA,Chemba,Lahoda,1293
1583,-5.1703686,35.2935593,DODOMA,Chemba,Lalta,262
1584,-5.3308852,36.2713367,DODOMA,Chemba,Msaada,342
1585,-5.1198153,36.0842093,DODOMA,Chemba,Songolo,527
1586,-5.214806,36.2089113,DODOMA,Chemba,Mrijo,415
1587,-5.52068004,35.3588869,DODOMA,Chemba,Mpendo,371
1588,-5.1107783,35.9056283,DODOMA,Chemba,Goima,578
1589,-5.4569608,35.6295671,DODOMA,Chemba,Makorongo,470
1590,-5.137727,35.3063835,DODOMA,Chemba,Lalta,187
1591,-5.1101308,36.1875884,DODOMA,Chemba,Chandama,895
1592,-5.5647783,35.4471966,DODOMA,Chemba,Makorongo,405
1593,-5.2460381,36.1040927,DODOMA,Chemba,Soya,521
1594,-5.1366323,35.2069327,DODOMA,Chemba,Kinyamsindo,255
1595,-5.0085501,35.9372063,DODOMA,Chemba,Goima,1423
1596,-5.012377,36.2333817,DODOMA,Chemba,Jangalo,1280
1597,-5.3737967,35.5301908,DODOMA,Chemba,Farkwa,397
1598,-4.9960504,35.9195045,DODOMA,Chemba,Mondo,433
1599,-5.3385844,35.3729064,DODOMA,Chemba,Sanzawa,857
1600,-5.6630046,35.3551705,DODOMA,Chemba,Mpendo,591
1601,-5.1832921,36.2938594,DODOMA,Chemba,Mrijo,1059
1602,-5.1623291,36.2576784,DODOMA,Chemba,Mrijo,597
1603,-5.3621413,36.2420719,DODOMA,Chemba,Msaada,640
1604,-5.198783,35.400251,DODOMA,Chemba,Kwamtoro,284
1605,-4.98315317,36.0479648,DODOMA,Chemba,Dalai,2197
1606,-5.3651517,36.032257,DODOMA,Chemba,Kidoka,452
1607,-5.3415255,36.1345722,DODOMA,Chemba,Kimaha,827
1608,-5.22497042,36.16020736,DODOMA,Chemba,Kimaha,1005
1609,-5.168835,35.4589454,DODOMA,Chemba,Kwamtoro,1238
1610,-5.1815285,36.2916814,DODOMA,Chemba,Mrijo,519
1611,-5.1763881,36.2997064,DODOMA,Chemba,Mrijo,1366
1612,-5.28564225,36.00867946,DODOMA,Chemba,Kidoka,857
1613,-5.3857248,35.9145982,DODOMA,Chemba,Kidoka,487
1614,-5.1751224,35.8731015,DODOMA,Chemba,Paranga,591
1615,-5.06168014,35.9838447,DODOMA,Chemba,Dalai,236
1616,-5.0537444,37.9161532,DODOMA,Chemba,Mondo,425
1617,-5.3422899,35.7866916,DODOMA,Chemba,Gwandi,778
1618,-5.3880116,35.3210683,DODOMA,Chemba,Sanzawa,786
1619,-5.2716424,36.2469875,DODOMA,Chemba,Msaada,372
1620,-5.1198207,36.0842111,DODOMA,Chemba,Songolo,1154
1621,-5.07142827,35.85233554,DODOMA,Chemba,Paranga,459
1622,-5.21978441,36.16184266,DODOMA,Chemba,Soya,1653
1623,-5.1534196,35.1419763,DODOMA,Chemba,Kinyamsindo,423
1624,-5.2426284,35.3578721,DODOMA,Chemba,Kwamtoro,170
1625,-4.95478513,36.01588981,DODOMA,Chemba,Dalai,947
1626,-4.9668425,36.0218376,DODOMA,Chemba,Dalai,627
1627,-5.4105534,35.698273,DODOMA,Chemba,Tumbakose,299
1628,-5.01981847,35.8932268,DODOMA,Chemba,Mondo,593
1629,-5.0484206,35.2258688,DODOMA,Chemba,Lalta,675
1630,-5.4057259,36.1646769,DODOMA,Chemba,Kimaha,366
1631,-6.1750399,35.7401763,DODOMA,Dodoma CC,Hazina,400
1632,-7.0855249,36.42456299,DODOMA,Dodoma CC,Nala,433
1633,-6.1717333,35.8672183,DODOMA,Dodoma CC,Ihumwa,269
1634,-6.1261667,35.7409467,DODOMA,Dodoma CC,Mnadani,341
1635,-6.13516,35.75292,DODOMA,Dodoma CC,Mnadani,796
1636,-6.1645183,35.7593533,DODOMA,Dodoma CC,Makole,635
1637,-6.0676916,35.9793609,DODOMA,Dodoma CC,Chahwa,739
1638,-6.1638638,35.7380765,DODOMA,Dodoma CC,Chamwino,1280
1639,-6.1625228,35.7396512,DODOMA,Dodoma CC,Chamwino,609
1640,-6.1474827,35.7365154,DODOMA,Dodoma CC,Chang'ombe,940
1641,-6.1381132,35.7356503,DODOMA,Dodoma CC,Chang'ombe,1773
1642,-6.1427122,35.7217475,DODOMA,Dodoma CC,Nkuhungu,473
1643,-6.2087872,35.7176755,DODOMA,Dodoma CC,Mkonze,1647
1644,-6.2164637,35.5996626,DODOMA,Dodoma CC,Zuzu,688
1645,-6.0640615,35.5520906,DODOMA,Dodoma CC,Chigongwe,757
1646,-6.0453493,35.7571434,DODOMA,Dodoma CC,Chihanga,609
1647,-6.0434464,35.6815439,DODOMA,Dodoma CC,Mbalawala,459
1648,-6.1205703,35.6127237,DODOMA,Dodoma CC,Nala,1004
1649,-6.2658355,35.6596473,DODOMA,Dodoma CC,Mbabala,455
1650,-6.16037545,35.74202401,DODOMA,Dodoma CC,Chamwino,680
1651,-6.2669325,35.7196901,DODOMA,Dodoma CC,Matumbulu,475
1652,-6.3193338,35.6348443,DODOMA,Dodoma CC,Mbabala,469
1653,-6.2453692,35.9995412,DODOMA,Dodoma CC,Kikombo,826
1654,-6.1672883,35.733195,DODOMA,Dodoma CC,Kizota,77
1655,-6.1801421,35.7595951,DODOMA,Dodoma CC,Tambukareli,415
1656,-6.8346164,35.6717111,DODOMA,Dodoma CC,Msalato,414
1657,-6.168884,35.770346,DODOMA,Dodoma CC,Makole,409
1658,-6.1885983,35.7744451,DODOMA,Dodoma CC,Dodoma Makulu,1766
1659,-6.1911016,35.7551016,DODOMA,Dodoma CC,Tambukareli,624
1660,-6.1619064,35.7954061,DODOMA,Dodoma CC,Dodoma Makulu,123
1661,-6.118082,35.813706,DODOMA,Dodoma CC,Nzuguni,322
1662,-6.146304,35.8837065,DODOMA,Dodoma CC,Ihumwa,793
1663,-6.145815,35.7556016,DODOMA,Dodoma CC,Miyuji,1466
1664,-5.89342754,35.87760005,DODOMA,Dodoma CC,Chihanga,930
1665,-6.1444149,35.8909483,DODOMA,Dodoma CC,Ihumwa,1296
1666,-6.1616566,35.7299283,DODOMA,Dodoma CC,Kizota,395
1667,-5.943256,35.9737462,DODOMA,Dodoma CC,Hombolo Bwawani,1048
1668,-5.893432,35.9544336,DODOMA,Dodoma CC,Hombolo makulu,933
1669,-6.1576,35.769176,DODOMA,Dodoma CC,Ipagala,766
1670,-6.1685883,35.8940533,DODOMA,Dodoma CC,Ihumwa,2149
1671,-6.1184682,35.8301189,DODOMA,Dodoma CC,Nzuguni,192
1672,-6.1176459,36.84851493,DODOMA,Dodoma CC,Ipagala,1034
1673,-6.166537,35.768825,DODOMA,Dodoma CC,Ipagala,901
1674,-6.1613261,35.7846532,DODOMA,Dodoma CC,Ipagala,1194
1675,-6.0204927,35.9440806,DODOMA,Dodoma CC,Ipala,1432
1676,-6.1331472,35.7126088,DODOMA,Dodoma CC,Nkuhungu,355
1677,-6.19355721,35.85155394,DODOMA,Dodoma CC,Iyumbu,1143
1678,-6.17202299,35.73764798,DODOMA,Dodoma CC,Uhuru,967
1679,-6.019133,35.7717005,DODOMA,Dodoma CC,Makutupora,659
1680,-6.2310161,35.8599617,DODOMA,Dodoma CC,Dodoma Makulu,140
1681,-6.2201531,36.0031602,DODOMA,Dodoma CC,Kikombo,1503
1682,-6.1937314,35.7288764,DODOMA,Dodoma CC,Kikuyu Kaskazini,1394
1683,-6.203407,35.7317964,DODOMA,Dodoma CC,Kikuyu Kusini,622
1684,-6.16935934,35.78690029,DODOMA,Dodoma CC,Dodoma Makulu,2190
1685,-6.0542992,35.8232961,DODOMA,Dodoma CC,Nzuguni,426
1686,-6.16493811,35.74974508,DODOMA,Dodoma CC,Kiwanja cha Ndege,535
1687,-6.168485,35.72774,DODOMA,Dodoma CC,Kizota,1917
1688,-6.3072441,35.754752,DODOMA,Dodoma CC,Matumbulu,449
1689,-6.1737531,35.9017032,DODOMA,Dodoma CC,Ihumwa,3493.5
1690,-6.0441837,35.6220151,DODOMA,Dodoma CC,Mbalawala,174
1691,-6.122224,35.829974,DODOMA,Dodoma CC,Nzuguni,250
1692,-6.0857861,35.9112337,DODOMA,Dodoma CC,Chahwa,616
1693,-6.06619608,35.8855983,DODOMA,Dodoma CC,Nzuguni,812
1694,-6.1745741,35.7589938,DODOMA,Dodoma CC,Makole,888
1695,-6.0089432,35.7545335,DODOMA,Dodoma CC,Makutupora,655
1696,-6.2407459,35.9348326,DODOMA,Dodoma CC,Ng'onng'onha,790
1697,-6.153095,35.808092,DODOMA,Dodoma CC,Dodoma Makulu,711
1698,-6.1503977,35.8107244,DODOMA,Dodoma CC,Ipagala,1591
1699,-5.8677464,35.9439711,DODOMA,Dodoma CC,Hombolo makulu,466
1700,-6.3071441,35.754752,DODOMA,Dodoma CC,Matumbulu,697
1701,-6.1941855,35.7349511,DODOMA,Dodoma CC,Kikuyu Kaskazini,396
1702,-6.3055703,35.5841531,DODOMA,Dodoma CC,Mbabala,937
1703,-6.002279,35.6100703,DODOMA,Dodoma CC,Mbalawala,1054
1704,-6.1306327,35.7412306,DODOMA,Dodoma CC,Mnadani,2691
1705,-5.9711684,35.8122565,DODOMA,Dodoma CC,Makutupora,610
1706,-6.1772779,35.7732663,DODOMA,Dodoma CC,Tambukareli,1014
1707,-6.2513642,35.8038069,DODOMA,Dodoma CC,Ng'onng'onha,382
1708,-6.2099601,35.677673,DODOMA,Dodoma CC,Mkonze,2042
1709,-6.183596,35.738041,DODOMA,Dodoma CC,Hazina,863
1710,-5.9635383,35.9703883,DODOMA,Dodoma CC,Hombolo Bwawani,662
1711,-6.2312553,35.7091399,DODOMA,Dodoma CC,Mkonze,1508
1712,-5.9318033,36.0459133,DODOMA,Dodoma CC,Hombolo Bwawani,1304
1713,-6.3962118,35.7523244,DODOMA,Dodoma CC,Mpunguzi,1551
1714,-6.1831103,35.7365144,DODOMA,Dodoma CC,Hazina,528
1715,-6.16247126,35.75202167,DODOMA,Dodoma CC,Kiwanja cha Ndege,676
1716,-6.1570328,35.7526406,DODOMA,Dodoma CC,Kiwanja cha Ndege,770
1717,-6.1460276,35.7636549,DODOMA,Dodoma CC,Miyuji,1500
1718,-6.13815115,35.7449009,DODOMA,Dodoma CC,Mnadani,1571
1719,-6.652112,35.4343484,DODOMA,Dodoma CC,Mnadani,612
1720,-6.1343546,35.7833496,DODOMA,Dodoma CC,Miyuji,1058
1721,-6.3650466,35.7494555,DODOMA,Dodoma CC,Mpunguzi,1077
1722,-6.0669828,35.7576349,DODOMA,Dodoma CC,Msalato,961
1723,-6.1273615,35.7574362,DODOMA,Dodoma CC,Msalato,887
1724,-6.0266999,35.4917354,DODOMA,Dodoma CC,Chigongwe,557
1725,-5.8890821,35.9798373,DODOMA,Dodoma CC,Hombolo makulu,675
1726,-6.2260401,35.8360476,DODOMA,Dodoma CC,Mtumba,1082
1727,-6.2846708,35.622733,DODOMA,Dodoma CC,Mbabala,324
1728,-6.019391,35.7723649,DODOMA,Dodoma CC,Makutupora,401
1729,-6.084521,35.638698,DODOMA,Dodoma CC,Nala,922
1730,-6.1073689,35.6965847,DODOMA,Dodoma CC,Mnadani,1448
1731,-5.9682233,35.9569583,DODOMA,Dodoma CC,Hombolo Bwawani,186
1732,-6.046685,35.5512832,DODOMA,Dodoma CC,Chigongwe,623
1733,-6.18326501,35.73619199,DODOMA,Dodoma CC,Ng'onng'onha,3493.5
1734,-6.1781398,35.7507255,DODOMA,Dodoma CC,Ng'onng'onha,548
1735,-6.1507054,37.7720888,DODOMA,Dodoma CC,Nkuhungu,2553
1736,-6.4301748,35.7794214,DODOMA,Dodoma CC,Mpunguzi,991
1737,-6.2234938,35.7574022,DODOMA,Dodoma CC,Ntyuka,1680
1738,-6.0453493,35.7571434,DODOMA,Dodoma CC,Chihanga,3539
1739,-6.1176348,35.84851394,DODOMA,Dodoma CC,Nzuguni,2165
1740,-6.1294223,35.1887193,DODOMA,Dodoma CC,Nzuguni,3493.5
1741,-6.142856,35.824416,DODOMA,Dodoma CC,Nzuguni,368
1742,-6.195204817,35.73778383,DODOMA,Dodoma CC,Kikuyu Kaskazini,461
1743,-6.163655,35.811418,DODOMA,Dodoma CC,Dodoma Makulu,3493.5
1744,-6.1593803,35.7534833,DODOMA,Dodoma CC,Kiwanja cha Ndege,167
1745,-6.1148689,35.7460888,DODOMA,Dodoma CC,Miyuji,878
1746,-6.14755,35.72651,DODOMA,Dodoma CC,Nkuhungu,1365
1747,-6.1308963,35.7704596,DODOMA,Dodoma CC,Miyuji,68
1748,-6.2184626,35.8376345,DODOMA,Dodoma CC,Chihanga,498
1749,-6.1631457,35.7244065,DODOMA,Dodoma CC,Kizota,466
1750,-6.1785315,35.7485551,DODOMA,Dodoma CC,Miyuji,3493.5
1751,-6.21826,35.72823,DODOMA,Dodoma CC,Mkonze,3493.5
1752,-6.1163757,35.74016,DODOMA,Dodoma CC,Miyuji,3493.5
1753,-6.1445449,35.7227133,DODOMA,Dodoma CC,Nkuhungu,561
1754,-6.173056,35.741944,DODOMA,Dodoma CC,Uhuru,1366
1755,-6.1460785,35.8888381,DODOMA,Dodoma CC,Mtumba,938
1756,-6.29500496,35.6091939,DODOMA,Dodoma CC,Mbabala,693
1757,-6.026624,35.7544179,DODOMA,Dodoma CC,Makutupora,1316
1758,-6.12882,35.749802,DODOMA,Dodoma CC,Miyuji,60
1759,-6.1558383,35.7188566,DODOMA,Dodoma CC,Nkuhungu,374
1760,-6.1313475,35.7567775,DODOMA,Dodoma CC,Miyuji,493
1761,-5.9454102,35.914598,DODOMA,Dodoma CC,Hombolo makulu,816
1762,-6.1696111,35.6407053,DODOMA,Dodoma CC,Zuzu,1286
1763,-4.8271667,35.6019167,DODOMA,Kondoa,Changaa,262
1764,-4.5271323,35.9066798,DODOMA,Kondoa,Kisese,628
1765,-4.6367505,35.9012265,DODOMA,Kondoa,Mnenia,717
1766,-4.82863782,35.89092703,DODOMA,Kondoa,Kalamba,308
1767,-4.5610833,35.6848889,DODOMA,Kondoa,Kikilo,643
1768,-4.4476389,35.7426389,DODOMA,Kondoa,Bereko,834
1769,-4.64805631,35.95081887,DODOMA,Kondoa,Bumbuta,675
1770,-4.8543186,36.0480633,DODOMA,Kondoa,Busi,964
1771,-4.8013056,35.69875,DODOMA,Kondoa,Changaa,486
1772,-4.7806389,35.6637778,DODOMA,Kondoa,Changaa,826
1773,-4.4845833,36.0283889,DODOMA,Kondoa,Itaswi,757
1774,-4.6544814,35.8580336,DODOMA,Kondoa,Mnenia,842
1775,-4.8818669,35.9572882,DODOMA,Kondoa,Kalamba,478
1776,-4.4652714,35.8308185,DODOMA,Kondoa,Kisese,676
1777,-4.7327222,35.5928889,DODOMA,Kondoa,Hondomairo,769
1778,-4.6119101,35.8315693,DODOMA,Kondoa,Mnenia,443
1779,-4.8361538,35.978716,DODOMA,Kondoa,Kalamba,361
1780,-4.689612,35.6464524,DODOMA,Kondoa,Thawi,331
1781,-4.6075897,35.8809002,DODOMA,Kondoa,Mnenia,369
1782,-4.9229213,35.9347348,DODOMA,Kondoa,Kalamba,340
1783,-4.7726111,35.6116111,DODOMA,Kondoa,Hondomairo,537
1784,-4.6644445,35.7775027,DODOMA,Kondoa,Soera,390
1785,-4.3554465,35.877329,DODOMA,Kondoa,Kikore,890
1786,-4.7808611,36.1316944,DODOMA,Kondoa,Keikei,830
1787,-4.8688326,35.0947022,DODOMA,Kondoa,Busi,544
1788,-4.9058115,36.7935694,DODOMA,Kondoa,Kinyasi,506
1789,-4.7078963,35.91648896,DODOMA,Kondoa,Pahi,676
1790,-4.6236728,35.7687928,DODOMA,Kondoa,Soera,734
1791,-4.8132222,35.5596111,DODOMA,Kondoa,Hondomairo,447
1792,-4.6661827,36.0509226,DODOMA,Kondoa,Kinyasi,246
1793,-4.5498611,35.9976111,DODOMA,Kondoa,Itaswi,1076
1794,-4.5201236,35.7926367,DODOMA,Kondoa,Itololo,459
1795,-4.840649,35.9501949,DODOMA,Kondoa,Kalamba,706
1796,-4.5470451,35.7766431,DODOMA,Kondoa,Itololo,332
1797,-4.7498889,35.08875,DODOMA,Kondoa,Keikei,1005
1798,-4.9374976,35.8694884,DODOMA,Kondoa,Kalamba,283
1799,-4.8124264,35.9676348,DODOMA,Kondoa,Haubi,956
1800,-4.54476609,35.6981008,DODOMA,Kondoa,Kikilo,536
1801,-4.3643761,35.8279356,DODOMA,Kondoa,Kikore,768
1802,-4.740032,36.0209686,DODOMA,Kondoa,Kinyasi,960
1803,-4.7189656,36.00290498,DODOMA,Kondoa,Kinyasi,589
1804,-4.9529425,36.1296202,DODOMA,Kondoa,Kwadelo,241
1805,-4.5751389,35.9593333,DODOMA,Kondoa,Itaswi,337
1806,-4.4241351,35.8668698,DODOMA,Kondoa,Kikore,497
1807,-4.7083611,35.9668611,DODOMA,Kondoa,Pahi,890
1808,-4.4745833,35.743,DODOMA,Kondoa,Bereko,378
1809,-4.78212,35.950169,DODOMA,Kondoa,Haubi,540
1810,-4.9068191,36.1408463,DODOMA,Kondoa,Kwadelo,904
1811,-4.8922893,36.1440789,DODOMA,Kondoa,Kwadelo,536
1812,-4.7172743,35.8096015,DODOMA,Kondoa,Soera,313
1813,-4.64779164,35.7187872,DODOMA,Kondoa,Thawi,337
1814,-4.6104222,35.6923995,DODOMA,Kondoa,Kikilo,330
1815,-4.6705805,35.6895335,DODOMA,Kondoa,Thawi,325
1816,-4.7573333,35.7089167,DODOMA,Kondoa,Changaa,245
1817,-4.5807193,35.8388711,DODOMA,Kondoa,Masange,397
1818,-4.663722,35.797931,DODOMA,Kondoa,Salanka,647
1819,-4.8869753,35.8748918,DODOMA,Kondoa,Kalamba,581
1820,-4.7127705,35.8975948,DODOMA,Kondoa,Pahi,272
1821,-4.8792222,36.049,DODOMA,Kondoa,Busi,628
1822,-4.3326066,35.8320426,DODOMA,Kondoa,Kikore,394
1823,-4.4609937,35.8689502,DODOMA,Kondoa,Kisese,823
1824,-4.5928153,35.933319,DODOMA,Kondoa,Bumbuta,524
1825,-4.4824891,35.71906016,DODOMA,Kondoa,Salanka,285
1826,-4.9183426,36.1113807,DODOMA,Kondoa,Kwadelo,820
1827,-4.9140991,35.789898,DODOMA,Kondoa,Kisese,790
1828,-4.60002735,35.80392391,DODOMA,Kondoa,Masange,801
1829,-4.91389828,35.78993043,DODOMA,Kondoa,Salanka,428
1830,-4.8244167,35.6223056,DODOMA,Kondoa,Changaa,363
1831,-4.6533147,35.6522756,DODOMA,Kondoa,Thawi,263
1832,-4.6574722,35.9899722,DODOMA,Kondoa,Bumbuta,940
1833,-4.39371,35.847159,DODOMA,Kondoa,Kikore,670
1834,-4.52257468,35.84321319,DODOMA,Kondoa,Itololo,445
1835,-4.5261413,35.00100825,DODOMA,Kondoa,Itaswi,562
1836,-4.7883236,35.0052596,DODOMA,Kondoa,Haubi,580
1837,-4.9059079,35.7936309,DODOMA,Kondoa,Mnenia,609
1838,-4.0810329,35.9496347,DODOMA,Kondoa,Itololo,324
1839,-4.716362,35.6577327,DODOMA,Kondoa,Hondomairo,372
1840,-4.8690896,36.0084815,DODOMA,Kondoa,Haubi,595
1841,-4.8134637,36.0127282,DODOMA,Kondoa,Haubi,490
